user_id,current_empathy,hitchhiker_count,datetime,category,typeof,payload
20251216132019,0,0,20251216132019,event,session_start,"session_started"
20251216132019,0,0,20251216132019,state,set_empathy,"0"
20251216132019,0,0,20251216132019,state,update_progress,"Hitchhiker 0"
20251216132019,0,0,20251216132020,state,update_empathy,"-5"
20251216132019,0,0,20251216132020,action,dialogue_skip,"typing_skip"
20251216132019,0,0,20251216132022,state,update_empathy,"-5"
20251216132019,0,0,20251216132022,state,update_empathy,"-5"
20251216132019,0,0,20251216132023,action,dialogue_skip,"typing_skip"
20251216132019,0,0,20251216132023,action,dialogue_choice,"{""alignment"":""unspecified"",""decision_ms"":282,""line_id"":""28"",""line_text"":""Back again? Thought you'd speed off."",""text"":""Yeah, I'm watching you. #alignment=negative""}"
20251216132019,0,0,20251216132024,action,dialogue_skip,"typing_skip"
20251216132019,0,0,20251216132024,action,dialogue_skip,"typing_skip"
20251216132019,0,0,20251216132025,action,dialogue_choice,"{""alignment"":""unspecified"",""decision_ms"":603,""line_id"":""41"",""line_text"":""This ride's cold, just like you."",""text"":""I'm dropping you off. #alignment=negative""}"
20251216132019,0,0,20251216132025,action,dialogue_skip,"typing_skip"
20251216132019,0,0,20251216132026,action,dialogue_choice,"{""alignment"":""unspecified"",""decision_ms"":-1,""line_id"":""41"",""line_text"":""This ride's cold, just like you."",""text"":""Let's just get this over with. #alignment=neutral""}"
20251216132019,0,0,20251216132027,action,dialogue_skip,"typing_skip"
20251216132019,0,0,20251216132027,action,dialogue_choice,"{""alignment"":""unspecified"",""decision_ms"":156,""line_id"":""41"",""line_text"":""This ride's cold, just like you."",""text"":""Whatever, stay in your lane. #alignment=neutral""}"
20251216132019,0,0,20251216132027,action,dialogue_skip,"typing_skip"
