user_id,current_empathy,hitchhiker_count,datetime,category,typeof,payload
20251216130043,0,0,20251216130043,event,session_start,"session_started"
20251216130043,0,0,20251216130043,state,set_empathy,"0"
20251216130043,0,0,20251216130043,state,update_progress,"Hitchhiker 0"
20251216130043,0,0,20251216130044,state,update_empathy,"-5"
20251216130043,0,0,20251216130044,state,update_empathy,"-5"
20251216130043,0,0,20251216130044,action,dialogue_skip,"typing_skip"
20251216130043,0,0,20251216130045,action,dialogue_choice,"{""alignment"":""unspecified"",""decision_ms"":356,""line_id"":""28"",""line_text"":""Back again? Thought you'd speed off."",""text"":""Yeah, I'm watching you. #alignment=negative""}"
20251216130043,0,0,20251216130045,action,dialogue_skip,"typing_skip"
20251216130043,0,0,20251216130050,action,dialogue_choice,"{""alignment"":""unspecified"",""decision_ms"":3317,""line_id"":""41"",""line_text"":""This ride's cold, just like you."",""text"":""I'm dropping you off. #alignment=negative""}"
20251216130043,0,0,20251216130055,action,dialogue_choice,"{""alignment"":""unspecified"",""decision_ms"":-1,""line_id"":""41"",""line_text"":""This ride's cold, just like you."",""text"":""Let's just get this over with. #alignment=neutral""}"
20251216130043,0,0,20251216130055,action,dialogue_skip,"typing_skip"
20251216130043,0,0,20251216130056,action,dialogue_skip,"typing_skip"
20251216130043,0,0,20251216130057,action,dialogue_choice,"{""alignment"":""unspecified"",""decision_ms"":814,""line_id"":""41"",""line_text"":""This ride's cold, just like you."",""text"":""I'm dropping you off. #alignment=negative""}"
20251216130043,0,0,20251216130057,action,dialogue_skip,"typing_skip"
