user_id,current_empathy,hitchhiker_count,datetime,category,typeof,payload
20251216130250,0,0,20251216130250,event,session_start,"session_started"
20251216130250,0,0,20251216130250,state,set_empathy,"0"
20251216130250,0,0,20251216130250,state,update_progress,"Hitchhiker 0"
20251216130250,0,0,20251216130251,state,update_empathy,"-5"
20251216130250,0,0,20251216130251,state,update_empathy,"-5"
20251216130250,0,0,20251216130254,action,dialogue_choice,"{""alignment"":""unspecified"",""decision_ms"":2180,""line_id"":""28"",""line_text"":""Back again? Thought you'd speed off."",""text"":""Let's just get this over with. #alignment=neutral""}"
20251216130250,0,0,20251216130259,action,dialogue_choice,"{""alignment"":""unspecified"",""decision_ms"":2400,""line_id"":""41"",""line_text"":""This ride's cold, just like you."",""text"":""I'm dropping you off. #alignment=negative""}"
20251216130250,0,0,20251216130304,action,dialogue_choice,"{""alignment"":""unspecified"",""decision_ms"":-1,""line_id"":""41"",""line_text"":""This ride's cold, just like you."",""text"":""Let's just get this over with. #alignment=neutral""}"
20251216130250,0,0,20251216130304,action,dialogue_skip,"typing_skip"
20251216130250,0,0,20251216130305,action,dialogue_skip,"typing_skip"
20251216130250,0,0,20251216130307,action,dialogue_choice,"{""alignment"":""unspecified"",""decision_ms"":1348,""line_id"":""41"",""line_text"":""This ride's cold, just like you."",""text"":""I'm dropping you off. #alignment=negative""}"
20251216130250,0,0,20251216130307,action,dialogue_skip,"typing_skip"
20251216130250,0,0,20251216130309,state,update_empathy,"-5"
20251216130250,0,0,20251216130309,state,update_empathy,"-5"
20251216130250,0,0,20251216130310,action,dialogue_skip,"typing_skip"
20251216130250,0,0,20251216130311,action,dialogue_choice,"{""alignment"":""unspecified"",""decision_ms"":518,""line_id"":""28"",""line_text"":""Back again? Thought you'd speed off."",""text"":""Yeah, I'm watching you. #alignment=negative""}"
20251216130250,0,0,20251216130311,action,dialogue_skip,"typing_skip"
20251216130250,0,0,20251216130312,action,dialogue_skip,"typing_skip"
20251216130250,0,0,20251216130313,action,dialogue_choice,"{""alignment"":""unspecified"",""decision_ms"":887,""line_id"":""41"",""line_text"":""This ride's cold, just like you."",""text"":""I'm dropping you off. #alignment=negative""}"
20251216130250,0,0,20251216130313,action,dialogue_skip,"typing_skip"
20251216130250,0,0,20251216130314,action,dialogue_choice,"{""alignment"":""unspecified"",""decision_ms"":-1,""line_id"":""41"",""line_text"":""This ride's cold, just like you."",""text"":""Let's just get this over with. #alignment=neutral""}"
20251216130250,0,0,20251216130315,action,dialogue_skip,"typing_skip"
20251216130250,0,0,20251216130315,action,dialogue_skip,"typing_skip"
20251216130250,0,0,20251216130316,action,dialogue_choice,"{""alignment"":""unspecified"",""decision_ms"":582,""line_id"":""41"",""line_text"":""This ride's cold, just like you."",""text"":""I'm dropping you off. #alignment=negative""}"
20251216130250,0,0,20251216130316,action,dialogue_skip,"typing_skip"
20251216130250,0,0,20251216130317,state,update_empathy,"-5"
20251216130250,0,0,20251216130317,state,update_empathy,"-5"
20251216130250,0,0,20251216130318,action,dialogue_choice,"{""alignment"":""unspecified"",""decision_ms"":278,""line_id"":""28"",""line_text"":""Back again? Thought you'd speed off."",""text"":""Let's just get this over with. #alignment=neutral""}"
20251216130250,0,0,20251216130319,action,dialogue_skip,"typing_skip"
20251216130250,0,0,20251216130319,action,dialogue_skip,"typing_skip"
20251216130250,0,0,20251216130319,action,dialogue_choice,"{""alignment"":""unspecified"",""decision_ms"":176,""line_id"":""41"",""line_text"":""This ride's cold, just like you."",""text"":""I'm dropping you off. #alignment=negative""}"
20251216130250,0,0,20251216130319,action,dialogue_skip,"typing_skip"
20251216130250,0,0,20251216130321,action,dialogue_choice,"{""alignment"":""unspecified"",""decision_ms"":-1,""line_id"":""41"",""line_text"":""This ride's cold, just like you."",""text"":""Let's just get this over with. #alignment=neutral""}"
20251216130250,0,0,20251216130321,action,dialogue_skip,"typing_skip"
20251216130250,0,0,20251216130321,action,dialogue_skip,"typing_skip"
20251216130250,0,0,20251216130322,action,dialogue_choice,"{""alignment"":""unspecified"",""decision_ms"":552,""line_id"":""41"",""line_text"":""This ride's cold, just like you."",""text"":""I'm dropping you off. #alignment=negative""}"
20251216130250,0,0,20251216130322,action,dialogue_skip,"typing_skip"
