user_id,current_empathy,hitchhiker_count,datetime,category,typeof,payload
20251216133132,0,0,20251216133132,event,session_start,"session_started"
20251216133132,0,0,20251216133133,state,set_empathy,"0"
20251216133132,0,0,20251216133133,state,update_progress,"Hitchhiker 0"
20251216133132,0,0,20251216133135,state,update_empathy,"-5"
20251216133132,0,0,20251216133135,state,update_empathy,"-5"
20251216133132,0,0,20251216133135,action,dialogue_skip,"typing_skip"
20251216133132,0,0,20251216133136,action,dialogue_choice,"{""alignment"":""unspecified"",""decision_ms"":495,""line_id"":""28"",""line_text"":""Back again? Thought you'd speed off."",""text"":""Yeah, I'm watching you. #alignment=negative""}"
20251216133132,0,0,20251216133136,action,dialogue_skip,"typing_skip"
20251216133132,0,0,20251216133137,action,dialogue_skip,"typing_skip"
20251216133132,0,0,20251216133137,action,dialogue_choice,"{""alignment"":""unspecified"",""decision_ms"":498,""line_id"":""41"",""line_text"":""This ride's cold, just like you."",""text"":""Whatever, stay in your lane. #alignment=neutral""}"
20251216133132,0,0,20251216133138,action,dialogue_choice,"{""alignment"":""unspecified"",""decision_ms"":-1,""line_id"":""41"",""line_text"":""This ride's cold, just like you."",""text"":""Let's just get this over with. #alignment=neutral""}"
20251216133132,0,0,20251216133138,action,dialogue_skip,"typing_skip"
20251216133132,0,0,20251216133139,action,dialogue_skip,"typing_skip"
20251216133132,0,0,20251216133140,action,dialogue_choice,"{""alignment"":""unspecified"",""decision_ms"":769,""line_id"":""41"",""line_text"":""This ride's cold, just like you."",""text"":""I'm dropping you off. #alignment=negative""}"
20251216133132,0,0,20251216133140,action,dialogue_skip,"typing_skip"
