user_id,current_empathy,hitchhiker_count,datetime,category,typeof,payload
20251216125635,0,0,20251216125635,event,session_start,"session_started"
20251216125635,0,0,20251216125636,state,set_empathy,"0"
20251216125635,0,0,20251216125636,state,update_progress,"Hitchhiker 0"
20251216125635,0,0,20251216125638,state,update_empathy,"-5"
20251216125635,0,0,20251216125638,state,update_empathy,"-5"
20251216125635,0,0,20251216125639,action,dialogue_skip,"typing_skip"
20251216125635,0,0,20251216125640,action,dialogue_choice,"{""alignment"":""unspecified"",""decision_ms"":1179,""line_id"":""28"",""line_text"":""Back again? Thought you'd speed off."",""text"":""Yeah, I'm watching you. #alignment=negative""}"
20251216125635,0,0,20251216125644,action,dialogue_choice,"{""alignment"":""unspecified"",""decision_ms"":1502,""line_id"":""41"",""line_text"":""This ride's cold, just like you."",""text"":""Whatever, stay in your lane. #alignment=neutral""}"
20251216125635,0,0,20251216125647,action,dialogue_choice,"{""alignment"":""unspecified"",""decision_ms"":-1,""line_id"":""41"",""line_text"":""This ride's cold, just like you."",""text"":""Let's just get this over with. #alignment=neutral""}"
20251216125635,0,0,20251216125647,action,dialogue_skip,"typing_skip"
20251216125635,0,0,20251216125648,action,dialogue_skip,"typing_skip"
20251216125635,0,0,20251216125650,action,dialogue_choice,"{""alignment"":""unspecified"",""decision_ms"":1647,""line_id"":""41"",""line_text"":""This ride's cold, just like you."",""text"":""Look, let's reset and be decent. #alignment=positive""}"
20251216125635,0,0,20251216125651,action,dialogue_skip,"typing_skip"
20251216125635,0,0,20251216125652,action,dialogue_choice,"{""alignment"":""unspecified"",""decision_ms"":903,""line_id"":""15"",""line_text"":""Honestly, you're making this ride better."",""text"":""Just stay quiet and we'll get there. #alignment=neutral""}"
20251216125635,0,0,20251216125652,action,dialogue_skip,"typing_skip"
20251216125635,0,0,20251216125654,state,update_empathy,"-5"
20251216125635,0,0,20251216125654,state,update_empathy,"-5"
20251216125635,0,0,20251216125654,action,dialogue_skip,"typing_skip"
20251216125635,0,0,20251216125655,action,dialogue_choice,"{""alignment"":""unspecified"",""decision_ms"":283,""line_id"":""28"",""line_text"":""Back again? Thought you'd speed off."",""text"":""Yeah, I'm watching you. #alignment=negative""}"
20251216125635,0,0,20251216125656,action,dialogue_skip,"typing_skip"
20251216125635,0,0,20251216125658,action,dialogue_choice,"{""alignment"":""unspecified"",""decision_ms"":1171,""line_id"":""41"",""line_text"":""This ride's cold, just like you."",""text"":""Whatever, stay in your lane. #alignment=neutral""}"
20251216125635,0,0,20251216125701,action,dialogue_choice,"{""alignment"":""unspecified"",""decision_ms"":-1,""line_id"":""41"",""line_text"":""This ride's cold, just like you."",""text"":""Let's just get this over with. #alignment=neutral""}"
