user_id,current_empathy,hitchhiker_count,datetime,category,typeof,payload
20251216125948,0,0,20251216125948,event,session_start,"session_started"
20251216125948,0,0,20251216125948,state,set_empathy,"0"
20251216125948,0,0,20251216125948,state,update_progress,"Hitchhiker 0"
20251216125948,0,0,20251216125949,state,update_empathy,"-5"
20251216125948,0,0,20251216125949,action,dialogue_skip,"typing_skip"
20251216125948,0,0,20251216125950,action,dialogue_choice,"{""alignment"":""unspecified"",""decision_ms"":671,""line_id"":""3"",""line_text"":""..."",""text"":""What's with the walk?""}"
20251216125948,0,0,20251216125951,action,dialogue_skip,"typing_skip"
20251216125948,0,0,20251216125951,action,dialogue_skip,"typing_skip"
20251216125948,0,0,20251216125952,action,dialogue_choice,"{""alignment"":""unspecified"",""decision_ms"":973,""line_id"":""3"",""line_text"":""..."",""text"":""What's with the walk?""}"
20251216125948,0,0,20251216125953,action,dialogue_skip,"typing_skip"
20251216125948,0,0,20251216125953,action,dialogue_skip,"typing_skip"
20251216125948,0,0,20251216125954,action,dialogue_choice,"{""alignment"":""unspecified"",""decision_ms"":912,""line_id"":""3"",""line_text"":""..."",""text"":""Get in. [Start Ride]""}"
20251216125948,0,0,20251216125955,action,dialogue_skip,"typing_skip"
20251216125948,0,0,20251216125955,action,dialogue_skip,"typing_skip"
20251216125948,0,0,20251216125956,action,dialogue_choice,"{""alignment"":""unspecified"",""decision_ms"":601,""line_id"":""24"",""line_text"":""I’ve been walking all day, legs tired, brain buzzing, and you’re driving up to the mountains? Good. Quiet up there… perfect for me to unload my genius on someone who might… actually get it."",""text"":""No. Get out. I changed my mind.""}"
20251216125948,0,0,20251216125956,action,dialogue_skip,"typing_skip"
